0.0000	0.0000	
0.00052493	0.00028090	
0.0010496	0.00056553	
0.0015742	0.00084103	
0.0020988	0.0011306	
0.0026235	0.0014295	
0.0031481	0.0017403	
0.0036728	0.0020655	
0.0041974	0.0024078	
0.0047220	0.0027700	
0.0052467	0.0031551	
0.0057713	0.0035663	
0.0062959	0.0040069	
0.0068206	0.0044807	
0.0073452	0.0049914	
0.0078699	0.0055433	
0.0083945	0.0061410	
0.0089191	0.0067893	
0.0094438	0.0074936	
0.0099684	0.0082596	
0.010493	0.0090936	
0.011018	0.010002	
0.011542	0.010994	
0.012067	0.012075	
0.012592	0.013256	
0.013116	0.014545	
0.013641	0.015953	
0.014165	0.017492	
0.014690	0.019173	
0.015215	0.021011	
0.015739	0.023020	
0.016264	0.025215	
0.016789	0.027614	
0.017313	0.030236	
0.017838	0.033124	
0.018363	0.036256	
0.018887	0.039677	
0.019412	0.043412	
0.019937	0.047489	
0.020461	0.051938	
0.020986	0.056790	
0.021510	0.062079	
0.022035	0.067842	
0.022560	0.074117	
0.023084	0.080945	
0.023609	0.088367	
0.024134	0.096428	
0.024658	0.10517	
0.025183	0.11465	
0.025708	0.12491	
0.026232	0.13599	
0.026757	0.14795	
0.027281	0.16083	
0.027806	0.17467	
0.028331	0.18952	
0.028855	0.20540	
0.029380	0.22234	
0.029905	0.24037	
0.030429	0.25948	
0.030954	0.27968	
0.031479	0.30096	
0.032003	0.32327	
0.032528	0.34657	
0.033052	0.37081	
0.033577	0.39589	
0.034102	0.42172	
0.034626	0.44819	
0.035151	0.47508	
0.035676	0.50243	
0.036200	0.53001	
0.036725	0.55767	
0.037250	0.58525	
0.037774	0.61261	
0.038299	0.63959	
0.038823	0.66605	
0.039348	0.69186	
0.039873	0.71690	
0.040397	0.74108	
0.040922	0.76429	
0.041447	0.78648	
0.041971	0.80758	
0.042496	0.82756	
0.043021	0.84638	
0.043545	0.86402	
0.044070	0.88050	
0.044594	0.89580	
0.045119	0.90994	
0.045644	0.92295	
0.046168	0.93484	
0.046693	0.94564	
0.047218	0.95537	
0.047742	0.96408	
0.048267	0.97178	
0.048792	0.97850	
0.049316	0.98427	
0.049841	0.98911	
0.050365	0.99304	
0.050890	0.99608	
0.051415	0.99825	
0.051939	0.99956	
0.052464	1.00000	
0.052989	0.99938	
0.053513	0.99764	
0.054038	0.99476	
0.054563	0.99076	
0.055087	0.98553	
0.055612	0.97911	
0.056136	0.97141	
0.056661	0.96243	
0.057186	0.95216	
0.057710	0.94051	
0.058235	0.92742	
0.058760	0.91284	
0.059284	0.89678	
0.059809	0.87917	
0.060334	0.85987	
0.060858	0.83898	
0.061383	0.81634	
0.061908	0.79196	
0.062432	0.76584	
0.062957	0.73796	
0.063482	0.70829	
0.064006	0.67688	
0.064531	0.64383	
0.065055	0.60913	
0.065580	0.57289	
0.066105	0.53526	
0.066629	0.49633	
0.067154	0.45629	
0.067678	0.41532	
0.068203	0.37361	
0.068728	0.33138	
0.069252	0.28886	
0.069777	0.24628	
0.070302	0.20403	
0.070826	0.16202	
0.071351	0.12061	
0.071876	0.080038	
0.072400	0.040474	
0.072925	0.0020860	
0.073449	-0.034980	
0.073974	-0.070604	
0.074499	-0.10470	
0.075023	-0.13718	
0.075548	-0.16802	
0.076073	-0.19717	
0.076597	-0.22465	
0.077122	-0.25047	
0.077647	-0.27465	
0.078171	-0.29723	
0.078697	-0.31827	
0.079220	-0.33782	
0.079746	-0.35595	
0.080269	-0.37272	
0.080795	-0.38821	
0.081318	-0.40248	
0.081844	-0.41560	
0.082367	-0.42765	
0.082893	-0.43868	
0.083416	-0.44875	
0.083942	-0.45793	
0.084468	-0.46627	
0.084991	-0.47382	
0.085517	-0.48063	
0.086040	-0.48674	
0.086566	-0.49219	
0.087089	-0.49701	
0.087615	-0.50128	
0.088138	-0.50495	
0.088664	-0.50809	
0.089190	-0.51072	
0.089713	-0.51286	
0.090239	-0.51453	
0.090762	-0.51576	
0.091288	-0.51653	
0.091811	-0.51689	
0.092337	-0.51689	
0.092860	-0.51643	
0.093386	-0.51560	
0.093909	-0.51447	
0.094435	-0.51294	
0.094961	-0.51109	
0.095484	-0.50894	
0.096010	-0.50651	
0.096533	-0.50383	
0.097059	-0.50093	
0.097582	-0.49785	
0.098108	-0.49462	
0.098631	-0.49130	
0.099157	-0.48793	
0.099683	-0.48457	
0.10021	-0.48128	
0.10073	-0.47811	
0.10125	-0.47513	
0.10178	-0.47241	
0.10230	-0.46998	
0.10283	-0.46792	
0.10335	-0.46626	
0.10388	-0.46503	
0.10440	-0.46432	
0.10493	-0.46408	
0.10545	-0.46432	
0.10598	-0.46503	
0.10650	-0.46626	
