0.10703	-0.46792	
0.10755	-0.46998	
0.10808	-0.47241	
0.10860	-0.47513	
0.10912	-0.47811	
0.10965	-0.48128	
0.11017	-0.48457	
0.11070	-0.48793	
0.11122	-0.49130	
0.11175	-0.49462	
0.11227	-0.49785	
0.11280	-0.50093	
0.11332	-0.50383	
0.11385	-0.50651	
0.11437	-0.50894	
0.11490	-0.51109	
0.11542	-0.51294	
0.11595	-0.51447	
0.11647	-0.51560	
0.11699	-0.51643	
0.11752	-0.51689	
0.11804	-0.51689	
0.11857	-0.51653	
0.11909	-0.51576	
0.11962	-0.51453	
0.12014	-0.51286	
0.12067	-0.51072	
0.12119	-0.50809	
0.12172	-0.50495	
0.12224	-0.50128	
0.12277	-0.49701	
0.12329	-0.49219	
0.12382	-0.48674	
0.12434	-0.48063	
0.12486	-0.47382	
0.12539	-0.46627	
0.12591	-0.45793	
0.12644	-0.44875	
0.12696	-0.43868	
0.12749	-0.42765	
0.12801	-0.41560	
0.12854	-0.40248	
0.12906	-0.38821	
0.12959	-0.37272	
0.13011	-0.35595	
0.13063	-0.33782	
0.13116	-0.31827	
0.13168	-0.29723	
0.13221	-0.27465	
0.13273	-0.25047	
0.13326	-0.22465	
0.13378	-0.19717	
0.13431	-0.16802	
0.13483	-0.13718	
0.13536	-0.10470	
0.13588	-0.070604	
0.13641	-0.034980	
0.13693	0.0020860	
0.13746	0.040474	
0.13798	0.080038	
0.13850	0.12061	
0.13903	0.16202	
0.13955	0.20403	
0.14008	0.24628	
0.14060	0.28886	
0.14113	0.33138	
0.14165	0.37361	
0.14218	0.41532	
0.14270	0.45629	
0.14323	0.49633	
0.14375	0.53526	
0.14427	0.57289	
0.14480	0.60913	
0.14532	0.64383	
0.14585	0.67688	
0.14637	0.70829	
0.14690	0.73796	
0.14742	0.76584	
0.14795	0.79196	
0.14847	0.81634	
0.14900	0.83898	
0.14952	0.85987	
0.15005	0.87917	
0.15057	0.89678	
0.15110	0.91284	
0.15162	0.92742	
0.15214	0.94051	
0.15267	0.95216	
0.15319	0.96243	
0.15371	0.97141	
0.15424	0.97911	
0.15476	0.98553	
0.15529	0.99076	
0.15581	0.99476	
0.15634	0.99764	
0.15686	0.99938	
0.15739	1.0000	
0.15791	0.99956	
0.15844	0.99825	
0.15896	0.99608	
0.15949	0.99304	
0.16001	0.98911	
0.16054	0.98427	
0.16106	0.97850	
0.16159	0.97178	
0.16211	0.96408	
0.16264	0.95537	
0.16316	0.94564	
0.16369	0.93484	
0.16421	0.92295	
0.16473	0.90994	
0.16526	0.89580	
0.16578	0.88050	
0.16631	0.86402	
0.16683	0.84638	
0.16736	0.82756	
0.16788	0.80758	
0.16841	0.78648	
0.16893	0.76429	
0.16946	0.74108	
0.16998	0.71690	
0.17051	0.69186	
0.17103	0.66605	
0.17156	0.63959	
0.17208	0.61261	
0.17260	0.58525	
0.17313	0.55767	
0.17365	0.53001	
0.17418	0.50243	
0.17470	0.47508	
0.17523	0.44819	
0.17575	0.42172	
0.17628	0.39589	
0.17680	0.37081	
0.17733	0.34657	
0.17785	0.32327	
0.17838	0.30096	
0.17890	0.27968	
0.17942	0.25948	
0.17995	0.24037	
0.18047	0.22234	
0.18100	0.20540	
0.18152	0.18952	
0.18205	0.17467	
0.18257	0.16083	
0.18310	0.14795	
0.18362	0.13599	
0.18415	0.12491	
0.18467	0.11465	
0.18520	0.10517	
0.18572	0.096428	
0.18625	0.088367	
0.18677	0.080945	
0.18729	0.074117	
0.18782	0.067842	
0.18834	0.062079	
0.18887	0.056790	
0.18939	0.051938	
0.18992	0.047489	
0.19044	0.043412	
0.19097	0.039677	
0.19149	0.036256	
0.19202	0.033124	
0.19254	0.030236	
0.19307	0.027614	
0.19359	0.025215	
0.19411	0.023020	
0.19464	0.021011	
0.19516	0.019173	
0.19569	0.017492	
0.19621	0.015953	
0.19674	0.014545	
0.19726	0.013256	
0.19779	0.012075	
0.19831	0.010994	
0.19884	0.010002	
0.19936	0.0090936	
0.19989	0.0082596	
0.20041	0.0074936	
0.20093	0.0067893	
0.20146	0.0061410	
0.20198	0.0055433	
0.20251	0.0049914	
0.20303	0.0044807	
0.20356	0.0040069	
0.20408	0.0035663	
0.20461	0.0031551	
0.20513	0.0027700	
0.20566	0.0024078	
0.20618	0.0020655	
0.20671	0.0017403	
0.20723	0.0014295	
0.20776	0.0011306	
0.20828	0.00084103	
0.20880	0.00056553	
0.20933	0.00028090	
0.20985	0.0000	
